,occupancy,bin1,bin2,H2S,temperature,humidity,timestamp,date,time
662,2,26.96,36.87,-1,-1.0,-1.0,1639267200,2021-12-12,00:00:00
663,0,23.04,37.24,-1,-1.0,-1.0,1639267800,2021-12-12,00:10:00
664,0,28.73,37.24,-1,-1.0,-1.0,1639268400,2021-12-12,00:20:00
665,0,22.06,37.42,-1,-1.0,-1.0,1639269000,2021-12-12,00:30:00
666,0,24.29,37.33,-1,-1.0,-1.0,1639269600,2021-12-12,00:40:00
667,0,29.76,37.7,-1,-1.0,-1.0,1639270200,2021-12-12,00:50:00
668,0,28.98,37.7,-1,-1.0,-1.0,1639270800,2021-12-12,01:00:00
669,0,28.98,41.79,-1,-1.0,-1.0,1639271400,2021-12-12,01:10:00
670,0,22.36,44.84,-1,-1.0,-1.0,1639272000,2021-12-12,01:20:00
671,0,29.29,46.84,-1,-1.0,-1.0,1639272600,2021-12-12,01:30:00
672,0,22.06,44.63,-1,-1.0,-1.0,1639273200,2021-12-12,01:40:00
673,0,22.06,44.45,-1,-1.0,-1.0,1639273800,2021-12-12,01:50:00
674,0,23.79,46.57,-1,-1.0,-1.0,1639274400,2021-12-12,02:00:00
675,0,28.29,46.31,-1,-1.0,-1.0,1639275000,2021-12-12,02:10:00
676,0,21.75,46.67,-1,-1.0,-1.0,1639275600,2021-12-12,02:20:00
677,0,22.64,46.58,-1,-1.0,-1.0,1639276200,2021-12-12,02:30:00
678,0,22.64,46.32,-1,-1.0,-1.0,1639276800,2021-12-12,02:40:00
679,0,23.85,48.99,-1,-1.0,-1.0,1639277400,2021-12-12,02:50:00
680,0,28.35,49.67,-1,-1.0,-1.0,1639278000,2021-12-12,03:00:00
681,0,22.35,51.02,-1,-1.0,-1.0,1639278600,2021-12-12,03:10:00
682,0,22.36,51.03,-1,-1.0,-1.0,1639279200,2021-12-12,03:20:00
683,0,23.22,51.03,-1,-1.0,-1.0,1639279800,2021-12-12,03:30:00
684,0,25.64,34.32,-1,-1.0,-1.0,1639280400,2021-12-12,03:40:00
685,0,28.4,30.15,-1,-1.0,-1.0,1639281000,2021-12-12,03:50:00
686,0,22.06,30.15,-1,-1.0,-1.0,1639281600,2021-12-12,04:00:00
687,0,23.1,30.15,-1,-1.0,-1.0,1639282200,2021-12-12,04:10:00
688,0,24.66,30.15,-1,-1.0,-1.0,1639282800,2021-12-12,04:20:00
689,0,29.76,30.15,-1,-1.0,-1.0,1639283400,2021-12-12,04:30:00
690,0,28.98,30.15,-1,-1.0,-1.0,1639284000,2021-12-12,04:40:00
691,0,22.64,29.99,-1,-1.0,-1.0,1639284600,2021-12-12,04:50:00
692,0,22.64,29.37,-1,-1.0,-1.0,1639285200,2021-12-12,05:00:00
693,0,23.16,29.37,-1,-1.0,-1.0,1639285800,2021-12-12,05:10:00
694,0,28.98,29.37,-1,-1.0,-1.0,1639286400,2021-12-12,05:20:00
695,0,28.97,29.37,-1,-1.0,-1.0,1639287000,2021-12-12,05:30:00
696,0,28.98,29.37,-1,-1.0,-1.0,1639287600,2021-12-12,05:40:00
697,0,28.98,29.37,-1,-1.0,-1.0,1639288200,2021-12-12,05:50:00
698,0,28.98,29.37,-1,-1.0,-1.0,1639288800,2021-12-12,06:00:00
699,0,28.98,29.37,-1,-1.0,-1.0,1639289400,2021-12-12,06:10:00
700,0,26.1,29.37,-1,-1.0,-1.0,1639290000,2021-12-12,06:20:00
701,0,22.35,29.37,-1,-1.0,-1.0,1639290600,2021-12-12,06:30:00
702,0,22.35,29.37,-1,-1.0,-1.0,1639291200,2021-12-12,06:40:00
703,0,22.35,29.37,-1,-1.0,-1.0,1639291800,2021-12-12,06:50:00
704,0,22.35,29.37,-1,-1.0,-1.0,1639292400,2021-12-12,07:00:00
705,0,22.35,29.37,-1,-1.0,-1.0,1639293000,2021-12-12,07:10:00
706,0,23.05,29.37,-1,-1.0,-1.0,1639293600,2021-12-12,07:20:00
707,0,24.25,29.37,-1,-1.0,-1.0,1639294200,2021-12-12,07:30:00
708,0,30.01,29.37,-1,-1.0,-1.0,1639294800,2021-12-12,07:40:00
709,0,30.01,32.0,-1,-1.0,-1.0,1639295400,2021-12-12,07:50:00
710,0,30.01,36.78,-1,-1.0,-1.0,1639296000,2021-12-12,08:00:00
711,0,30.01,30.85,-1,-1.0,-1.0,1639296600,2021-12-12,08:10:00
712,0,22.06,30.85,-1,-1.0,-1.0,1639297200,2021-12-12,08:20:00
713,0,22.06,36.78,-1,-1.0,-1.0,1639297800,2021-12-12,08:30:00
714,0,22.06,29.37,-1,-1.0,-1.0,1639298400,2021-12-12,08:40:00
715,0,22.06,29.37,-1,-1.0,-1.0,1639299000,2021-12-12,08:50:00
716,0,22.92,36.78,-1,-1.0,-1.0,1639299600,2021-12-12,09:00:00
717,1,23.62,36.78,-1,-1.0,-1.0,1639300200,2021-12-12,09:10:00
718,1,25.01,35.3,-1,-1.0,-1.0,1639300800,2021-12-12,09:20:00
719,1,30.54,35.4,-1,-1.0,-1.0,1639301400,2021-12-12,09:30:00
720,1,30.54,37.24,-1,-1.0,-1.0,1639302000,2021-12-12,09:40:00
721,1,30.52,36.87,-1,-1.0,-1.0,1639302600,2021-12-12,09:50:00
722,2,30.53,37.24,-1,-1.0,-1.0,1639303200,2021-12-12,10:00:00
723,3,30.54,37.24,-1,-1.0,-1.0,1639303800,2021-12-12,10:10:00
724,4,30.53,37.24,-1,-1.0,-1.0,1639304400,2021-12-12,10:20:00
725,5,30.54,37.24,-1,-1.0,-1.0,1639305000,2021-12-12,10:30:00
726,5,23.51,35.94,-1,-1.0,-1.0,1639305600,2021-12-12,10:40:00
727,4,23.51,31.98,-1,-1.0,-1.0,1639306200,2021-12-12,10:50:00
728,3,29.23,30.67,820,27.4,25.0,1639306800,2021-12-12,11:00:00
729,5,17.3,31.98,827,26.8,26.0,1639307400,2021-12-12,11:10:00
730,4,16.03,33.29,818,25.8,27.0,1639308000,2021-12-12,11:20:00
731,5,19.17,30.66,822,25.6,28.0,1639308600,2021-12-12,11:30:00
732,7,29.25,37.24,831,25.7,29.0,1639309200,2021-12-12,11:40:00
733,7,29.24,34.7,827,25.6,29.0,1639309800,2021-12-12,11:50:00
734,8,17.99,32.07,827,25.8,29.0,1639310400,2021-12-12,12:00:00
735,8,16.98,31.74,858,25.8,29.0,1639311000,2021-12-12,12:10:00
736,8,27.64,36.08,823,26.1,29.0,1639311600,2021-12-12,12:20:00
737,10,14.47,32.83,864,25.9,29.0,1639312200,2021-12-12,12:30:00
738,10,11.55,36.08,867,26.1,30.0,1639312800,2021-12-12,12:40:00
739,10,11.84,34.24,880,26.2,29.0,1639313400,2021-12-12,12:50:00
740,11,13.59,33.91,910,26.1,30.0,1639314000,2021-12-12,13:00:00
741,10,28.11,36.08,863,26.3,30.0,1639314600,2021-12-12,13:10:00
742,9,15.39,36.08,883,26.4,30.0,1639315200,2021-12-12,13:20:00
743,10,12.42,36.08,880,26.3,30.0,1639315800,2021-12-12,13:30:00
744,9,13.3,36.08,901,26.2,30.0,1639316400,2021-12-12,13:40:00
745,9,15.05,36.08,-1,-1.0,-1.0,1639317000,2021-12-12,13:50:00
746,9,28.17,36.08,-1,-1.0,-1.0,1639317600,2021-12-12,14:00:00
747,9,15.55,36.08,-1,-1.0,-1.0,1639318200,2021-12-12,14:10:00
748,9,12.84,29.62,-1,-1.0,-1.0,1639318800,2021-12-12,14:20:00
749,9,13.01,29.62,-1,-1.0,-1.0,1639319400,2021-12-12,14:30:00
750,9,13.88,23.32,-1,-1.0,-1.0,1639320000,2021-12-12,14:40:00
751,9,13.89,23.84,-1,-1.0,-1.0,1639320600,2021-12-12,14:50:00
752,6,29.76,11.25,-1,-1.0,-1.0,1639321200,2021-12-12,15:00:00
753,9,29.44,10.92,-1,-1.0,-1.0,1639321800,2021-12-12,15:10:00
754,10,28.98,11.25,-1,-1.0,-1.0,1639322400,2021-12-12,15:20:00
755,9,12.72,11.6,-1,-1.0,-1.0,1639323000,2021-12-12,15:30:00
756,8,12.72,11.6,-1,-1.0,-1.0,1639323600,2021-12-12,15:40:00
757,8,12.72,11.6,-1,-1.0,-1.0,1639324200,2021-12-12,15:50:00
758,9,12.72,30.15,-1,-1.0,-1.0,1639324800,2021-12-12,16:00:00
759,13,13.59,30.14,-1,-1.0,-1.0,1639325400,2021-12-12,16:10:00
760,9,14.47,30.14,-1,-1.0,-1.0,1639326000,2021-12-12,16:20:00
761,10,14.48,30.14,-1,-1.0,-1.0,1639326600,2021-12-12,16:30:00
762,10,14.48,30.14,-1,-1.0,-1.0,1639327200,2021-12-12,16:40:00
763,10,28.66,30.13,-1,-1.0,-1.0,1639327800,2021-12-12,16:50:00
764,11,26.03,30.13,-1,-1.0,-1.0,1639328400,2021-12-12,17:00:00
765,12,15.39,40.9,-1,-1.0,-1.0,1639329000,2021-12-12,17:10:00
766,10,15.39,41.36,-1,-1.0,-1.0,1639329600,2021-12-12,17:20:00
767,9,15.39,41.37,-1,-1.0,-1.0,1639330200,2021-12-12,17:30:00
768,11,22.64,41.64,-1,-1.0,-1.0,1639330800,2021-12-12,17:40:00
769,10,28.98,41.82,-1,-1.0,-1.0,1639331400,2021-12-12,17:50:00
770,8,22.35,41.83,-1,-1.0,-1.0,1639332000,2021-12-12,18:00:00
771,8,18.83,32.73,-1,-1.0,-1.0,1639332600,2021-12-12,18:10:00
772,8,23.21,11.01,-1,-1.0,-1.0,1639333200,2021-12-12,18:20:00
773,9,30.78,24.33,-1,-1.0,-1.0,1639333800,2021-12-12,18:30:00
774,7,30.02,28.3,-1,-1.0,-1.0,1639334400,2021-12-12,18:40:00
775,5,30.01,17.69,-1,-1.0,-1.0,1639335000,2021-12-12,18:50:00
776,7,27.9,16.53,-1,-1.0,-1.0,1639335600,2021-12-12,19:00:00
777,7,30.78,15.37,-1,-1.0,-1.0,1639336200,2021-12-12,19:10:00
778,7,30.01,20.88,-1,-1.0,-1.0,1639336800,2021-12-12,19:20:00
779,6,30.01,20.88,-1,-1.0,-1.0,1639337400,2021-12-12,19:30:00
780,4,30.27,21.65,-1,-1.0,-1.0,1639338000,2021-12-12,19:40:00
781,6,28.98,22.16,-1,-1.0,-1.0,1639338600,2021-12-12,19:50:00
782,6,31.4,22.16,-1,-1.0,-1.0,1639339200,2021-12-12,20:00:00
783,4,15.71,22.97,-1,-1.0,-1.0,1639339800,2021-12-12,20:10:00
784,6,22.35,23.37,-1,-1.0,-1.0,1639340400,2021-12-12,20:20:00
785,6,29.23,24.18,-1,-1.0,-1.0,1639341000,2021-12-12,20:30:00
786,5,18.25,24.18,-1,-1.0,-1.0,1639341600,2021-12-12,20:40:00
787,5,19.2,24.18,-1,-1.0,-1.0,1639342200,2021-12-12,20:50:00
788,5,30.16,24.18,-1,-1.0,-1.0,1639342800,2021-12-12,21:00:00
789,5,33.01,24.18,-1,-1.0,-1.0,1639343400,2021-12-12,21:10:00
790,4,33.11,24.18,-1,-1.0,-1.0,1639344000,2021-12-12,21:20:00
791,3,32.33,24.18,-1,-1.0,-1.0,1639344600,2021-12-12,21:30:00
792,4,24.31,24.18,-1,-1.0,-1.0,1639345200,2021-12-12,21:40:00
793,4,42.36,24.19,-1,-1.0,-1.0,1639345800,2021-12-12,21:50:00
794,5,47.15,24.18,-1,-1.0,-1.0,1639346400,2021-12-12,22:00:00
795,5,33.11,24.18,-1,-1.0,-1.0,1639347000,2021-12-12,22:10:00
796,5,32.85,24.18,-1,-1.0,-1.0,1639347600,2021-12-12,22:20:00
797,4,33.11,24.18,-1,-1.0,-1.0,1639348200,2021-12-12,22:30:00
798,3,35.69,24.18,-1,-1.0,-1.0,1639348800,2021-12-12,22:40:00
799,2,31.45,24.18,-1,-1.0,-1.0,1639349400,2021-12-12,22:50:00
800,2,31.05,24.18,-1,-1.0,-1.0,1639350000,2021-12-12,23:00:00
801,3,31.04,24.18,-1,-1.0,-1.0,1639350600,2021-12-12,23:10:00
802,2,31.03,24.17,-1,-1.0,-1.0,1639351200,2021-12-12,23:20:00
803,2,32.33,24.18,-1,-1.0,-1.0,1639351800,2021-12-12,23:30:00
804,2,32.34,24.18,-1,-1.0,-1.0,1639352400,2021-12-12,23:40:00
805,2,32.34,29.88,-1,-1.0,-1.0,1639353000,2021-12-12,23:50:00
806,1,33.62,30.14,-1,-1.0,-1.0,1639353600,2021-12-13,00:00:00
807,0,33.62,30.66,-1,-1.0,-1.0,1639354200,2021-12-13,00:10:00
808,0,34.93,29.88,-1,-1.0,-1.0,1639354800,2021-12-13,00:20:00
809,0,36.48,29.88,-1,-1.0,-1.0,1639355400,2021-12-13,00:30:00
810,0,35.76,29.89,-1,-1.0,-1.0,1639356000,2021-12-13,00:40:00
811,0,37.44,29.88,-1,-1.0,-1.0,1639356600,2021-12-13,00:50:00
812,0,36.25,29.88,-1,-1.0,-1.0,1639357200,2021-12-13,01:00:00
813,0,35.93,29.88,-1,-1.0,-1.0,1639357800,2021-12-13,01:10:00
814,0,35.93,29.89,-1,-1.0,-1.0,1639358400,2021-12-13,01:20:00
815,0,36.38,29.88,-1,-1.0,-1.0,1639359000,2021-12-13,01:30:00
816,0,31.82,29.88,-1,-1.0,-1.0,1639359600,2021-12-13,01:40:00
817,0,31.4,29.89,-1,-1.0,-1.0,1639360200,2021-12-13,01:50:00
818,0,29.76,29.88,-1,-1.0,-1.0,1639360800,2021-12-13,02:00:00
819,0,29.76,29.89,-1,-1.0,-1.0,1639361400,2021-12-13,02:10:00
820,0,29.76,29.88,-1,-1.0,-1.0,1639362000,2021-12-13,02:20:00
821,0,29.76,29.89,-1,-1.0,-1.0,1639362600,2021-12-13,02:30:00
822,0,29.76,29.88,-1,-1.0,-1.0,1639363200,2021-12-13,02:40:00
823,1,29.76,29.89,-1,-1.0,-1.0,1639363800,2021-12-13,02:50:00
824,0,28.98,29.88,-1,-1.0,-1.0,1639364400,2021-12-13,03:00:00
825,0,28.98,29.89,-1,-1.0,-1.0,1639365000,2021-12-13,03:10:00
826,0,28.97,29.89,-1,-1.0,-1.0,1639365600,2021-12-13,03:20:00
827,0,30.27,29.88,-1,-1.0,-1.0,1639366200,2021-12-13,03:30:00
828,-1,30.27,29.88,-1,-1.0,-1.0,1639366800,2021-12-13,03:40:00
829,-1,30.27,29.88,-1,-1.0,-1.0,1639367400,2021-12-13,03:50:00
830,0,30.27,29.88,-1,-1.0,-1.0,1639368000,2021-12-13,04:00:00
831,0,30.27,29.89,-1,-1.0,-1.0,1639368600,2021-12-13,04:10:00
832,0,30.27,29.89,-1,-1.0,-1.0,1639369200,2021-12-13,04:20:00
833,0,30.27,29.89,-1,-1.0,-1.0,1639369800,2021-12-13,04:30:00
834,0,30.27,29.88,-1,-1.0,-1.0,1639370400,2021-12-13,04:40:00
835,0,29.8,29.89,-1,-1.0,-1.0,1639371000,2021-12-13,04:50:00
836,0,29.64,29.89,-1,-1.0,-1.0,1639371600,2021-12-13,05:00:00
837,0,29.49,29.88,-1,-1.0,-1.0,1639372200,2021-12-13,05:10:00
838,0,29.49,29.89,-1,-1.0,-1.0,1639372800,2021-12-13,05:20:00
839,0,29.49,29.73,-1,-1.0,-1.0,1639373400,2021-12-13,05:30:00
840,0,29.49,29.73,-1,-1.0,-1.0,1639374000,2021-12-13,05:40:00
841,0,29.49,29.58,-1,-1.0,-1.0,1639374600,2021-12-13,05:50:00
842,0,29.49,29.42,-1,-1.0,-1.0,1639375200,2021-12-13,06:00:00
843,0,28.11,26.22,-1,-1.0,-1.0,1639375800,2021-12-13,06:10:00
844,0,21.43,42.52,-1,-1.0,-1.0,1639376400,2021-12-13,06:20:00
845,0,22.35,29.62,-1,-1.0,-1.0,1639377000,2021-12-13,06:30:00
846,0,22.35,30.93,-1,-1.0,-1.0,1639377600,2021-12-13,06:40:00
847,0,24.93,30.92,-1,-1.0,-1.0,1639378200,2021-12-13,06:50:00
848,0,22.06,31.76,-1,-1.0,-1.0,1639378800,2021-12-13,07:00:00
849,0,22.06,30.92,-1,-1.0,-1.0,1639379400,2021-12-13,07:10:00
850,0,22.06,31.34,-1,-1.0,-1.0,1639380000,2021-12-13,07:20:00
851,0,22.75,36.78,-1,-1.0,-1.0,1639380600,2021-12-13,07:30:00
852,0,24.83,37.24,-1,-1.0,-1.0,1639381200,2021-12-13,07:40:00
853,0,21.75,37.24,-1,-1.0,-1.0,1639381800,2021-12-13,07:50:00
854,0,21.74,37.24,-1,-1.0,-1.0,1639382400,2021-12-13,08:00:00
855,0,21.74,37.68,-1,-1.0,-1.0,1639383000,2021-12-13,08:10:00
856,0,22.64,37.79,-1,-1.0,-1.0,1639383600,2021-12-13,08:20:00
857,0,22.64,38.15,-1,-1.0,-1.0,1639384200,2021-12-13,08:30:00
858,0,22.64,38.61,-1,-1.0,-1.0,1639384800,2021-12-13,08:40:00
859,0,23.5,38.62,801,28.1,24.0,1639385400,2021-12-13,08:50:00
860,1,24.37,42.49,829,27.0,25.0,1639386000,2021-12-13,09:00:00
861,3,25.23,43.23,879,26.2,27.0,1639386600,2021-12-13,09:10:00
862,5,25.91,41.27,821,26.1,27.0,1639387200,2021-12-13,09:20:00
863,6,24.59,40.86,743,26.2,28.0,1639387800,2021-12-13,09:30:00
864,7,22.35,40.67,855,26.1,28.0,1639388400,2021-12-13,09:40:00
865,8,22.35,40.67,833,26.3,28.0,1639389000,2021-12-13,09:50:00
866,8,22.35,40.94,833,26.3,28.0,1639389600,2021-12-13,10:00:00
867,9,22.35,36.08,816,26.3,28.0,1639390200,2021-12-13,10:10:00
868,7,22.35,36.99,832,26.3,28.0,1639390800,2021-12-13,10:20:00
869,9,22.34,35.84,829,26.6,28.0,1639391400,2021-12-13,10:30:00
870,9,22.33,35.84,852,26.4,28.0,1639392000,2021-12-13,10:40:00
871,9,22.33,36.3,-1,-1.0,-1.0,1639392600,2021-12-13,10:50:00
872,10,22.34,36.3,-1,-1.0,-1.0,1639393200,2021-12-13,11:00:00
873,11,22.35,35.85,-1,-1.0,-1.0,1639393800,2021-12-13,11:10:00
874,-1,22.35,36.12,-1,-1.0,-1.0,1639394400,2021-12-13,11:20:00
875,-1,22.35,36.31,-1,-1.0,-1.0,1639395000,2021-12-13,11:30:00
876,-1,22.35,36.3,-1,-1.0,-1.0,1639395600,2021-12-13,11:40:00
877,-1,30.52,36.76,851,28.1,25.0,1639396200,2021-12-13,11:50:00
878,-1,38.19,36.95,838,27.9,25.0,1639396800,2021-12-13,12:00:00
879,-1,31.29,37.22,834,26.8,26.0,1639397400,2021-12-13,12:10:00
880,-1,29.74,37.68,787,26.6,27.0,1639398000,2021-12-13,12:20:00
881,-1,28.97,38.15,835,26.6,27.0,1639398600,2021-12-13,12:30:00
882,-1,50.26,39.74,851,26.7,27.0,1639399200,2021-12-13,12:40:00
883,-1,28.96,40.21,851,26.6,27.0,1639399800,2021-12-13,12:50:00
884,-1,28.97,41.73,906,26.7,27.0,1639400400,2021-12-13,13:00:00
885,-1,29.49,36.86,874,26.7,27.0,1639401000,2021-12-13,13:10:00
886,-1,24.65,36.08,859,26.7,27.0,1639401600,2021-12-13,13:20:00
887,-1,29.22,39.89,734,26.8,27.0,1639402200,2021-12-13,13:30:00
888,-1,26.09,37.37,816,26.7,27.0,1639402800,2021-12-13,13:40:00
889,-1,28.96,36.08,871,26.4,28.0,1639403400,2021-12-13,13:50:00
890,-1,30.78,40.81,873,26.0,28.0,1639404000,2021-12-13,14:00:00
891,-1,30.52,37.45,875,26.6,28.0,1639404600,2021-12-13,14:10:00
892,-1,16.02,36.3,884,26.8,27.0,1639405200,2021-12-13,14:20:00
893,-1,18.25,37.45,882,27.0,27.0,1639405800,2021-12-13,14:30:00
894,-1,17.6,38.83,871,26.8,27.0,1639406400,2021-12-13,14:40:00
895,-1,27.12,37.68,865,26.8,27.0,1639407000,2021-12-13,14:50:00
896,-1,27.3,36.53,854,26.6,28.0,1639407600,2021-12-13,15:00:00
897,-1,22.91,35.84,912,26.7,28.0,1639408200,2021-12-13,15:10:00
898,-1,29.73,35.84,894,26.9,28.0,1639408800,2021-12-13,15:20:00
899,-1,27.44,36.3,931,27.1,28.0,1639409400,2021-12-13,15:30:00
900,-1,29.21,38.37,926,26.9,28.0,1639410000,2021-12-13,15:40:00
901,-1,43.29,36.77,907,27.0,28.0,1639410600,2021-12-13,15:50:00
902,-1,30.25,48.7,957,26.7,28.0,1639411200,2021-12-13,16:00:00
903,-1,25.79,47.1,1090,26.9,28.0,1639411800,2021-12-13,16:10:00
904,-1,29.47,44.03,972,26.7,28.0,1639412400,2021-12-13,16:20:00
905,-1,23.21,44.15,937,26.9,28.0,1639413000,2021-12-13,16:30:00
906,-1,29.74,47.26,941,26.8,28.0,1639413600,2021-12-13,16:40:00
907,-1,29.74,42.7,972,27.0,28.0,1639414200,2021-12-13,16:50:00
908,-1,25.8,43.7,960,27.1,28.0,1639414800,2021-12-13,17:00:00
909,-1,28.7,41.58,940,27.1,28.0,1639415400,2021-12-13,17:10:00
910,-1,32.07,42.5,912,27.2,28.0,1639416000,2021-12-13,17:20:00
911,-1,34.14,43.59,921,27.2,28.0,1639416600,2021-12-13,17:30:00
912,-1,35.44,42.62,934,27.2,27.0,1639417200,2021-12-13,17:40:00
913,-1,30.0,42.69,912,27.2,27.0,1639417800,2021-12-13,17:50:00
914,-1,33.88,41.13,930,26.9,27.0,1639418400,2021-12-13,18:00:00
915,-1,29.74,37.44,875,26.8,27.0,1639419000,2021-12-13,18:10:00
916,-1,34.65,35.84,858,26.6,27.0,1639419600,2021-12-13,18:20:00
917,-1,28.98,36.21,852,26.5,27.0,1639420200,2021-12-13,18:30:00
918,-1,30.01,36.3,842,26.4,27.0,1639420800,2021-12-13,18:40:00
919,-1,31.03,36.3,816,26.3,27.0,1639421400,2021-12-13,18:50:00
920,-1,28.98,36.3,917,26.3,27.0,1639422000,2021-12-13,19:00:00
921,-1,26.39,36.08,874,26.3,27.0,1639422600,2021-12-13,19:10:00
922,-1,28.25,38.83,688,26.2,27.0,1639423200,2021-12-13,19:20:00
923,-1,28.98,37.69,803,26.3,26.0,1639423800,2021-12-13,19:30:00
924,-1,28.98,32.48,836,26.4,26.0,1639424400,2021-12-13,19:40:00
925,-1,28.98,36.07,-1,-1.0,-1.0,1639425000,2021-12-13,19:50:00
926,-1,28.98,36.08,-1,-1.0,-1.0,1639425600,2021-12-13,20:00:00
927,-1,30.01,38.38,-1,-1.0,-1.0,1639426200,2021-12-13,20:10:00
928,-1,30.0,31.07,-1,-1.0,-1.0,1639426800,2021-12-13,20:20:00
929,-1,34.92,33.21,-1,-1.0,-1.0,1639427400,2021-12-13,20:30:00
930,-1,24.08,31.44,-1,-1.0,-1.0,1639428000,2021-12-13,20:40:00
931,-1,29.75,29.88,-1,-1.0,-1.0,1639428600,2021-12-13,20:50:00
932,-1,24.29,29.61,-1,-1.0,-1.0,1639429200,2021-12-13,21:00:00
933,-1,25.47,29.88,-1,-1.0,-1.0,1639429800,2021-12-13,21:10:00
934,-1,30.78,35.84,-1,-1.0,-1.0,1639430400,2021-12-13,21:20:00
935,-1,29.75,34.55,-1,-1.0,-1.0,1639431000,2021-12-13,21:30:00
936,-1,29.49,29.61,-1,-1.0,-1.0,1639431600,2021-12-13,21:40:00
937,-1,25.52,11.6,-1,-1.0,-1.0,1639432200,2021-12-13,21:50:00
938,-1,30.01,8.95,-1,-1.0,-1.0,1639432800,2021-12-13,22:00:00
939,-1,29.76,8.95,-1,-1.0,-1.0,1639433400,2021-12-13,22:10:00
940,-1,28.98,15.52,-1,-1.0,-1.0,1639434000,2021-12-13,22:20:00
941,-1,37.05,9.55,-1,-1.0,-1.0,1639434600,2021-12-13,22:30:00
942,-1,29.74,10.12,-1,-1.0,-1.0,1639435200,2021-12-13,22:40:00
943,-1,29.6,9.72,-1,-1.0,-1.0,1639435800,2021-12-13,22:50:00
944,-1,28.97,11.89,-1,-1.0,-1.0,1639436400,2021-12-13,23:00:00
945,-1,30.0,12.8,-1,-1.0,-1.0,1639437000,2021-12-13,23:10:00
946,-1,29.22,13.04,-1,-1.0,-1.0,1639437600,2021-12-13,23:20:00
947,-1,29.74,14.24,-1,-1.0,-1.0,1639438200,2021-12-13,23:30:00
948,-1,26.38,12.78,-1,-1.0,-1.0,1639438800,2021-12-13,23:40:00
949,-1,27.24,13.36,-1,-1.0,-1.0,1639439400,2021-12-13,23:50:00
950,-1,28.97,13.06,-1,-1.0,-1.0,1639440000,2021-12-14,00:00:00
951,-1,29.49,12.78,-1,-1.0,-1.0,1639440600,2021-12-14,00:10:00
952,-1,29.49,13.19,-1,-1.0,-1.0,1639441200,2021-12-14,00:20:00
953,-1,31.29,25.85,-1,-1.0,-1.0,1639441800,2021-12-14,00:30:00
954,-1,32.22,13.95,-1,-1.0,-1.0,1639442400,2021-12-14,00:40:00
955,-1,35.18,29.37,-1,-1.0,-1.0,1639443000,2021-12-14,00:50:00
956,-1,28.97,13.66,-1,-1.0,-1.0,1639443600,2021-12-14,01:00:00
957,-1,28.98,15.46,-1,-1.0,-1.0,1639444200,2021-12-14,01:10:00
958,-1,32.13,13.36,-1,-1.0,-1.0,1639444800,2021-12-14,01:20:00
959,-1,29.49,14.24,-1,-1.0,-1.0,1639445400,2021-12-14,01:30:00
960,-1,29.49,14.06,-1,-1.0,-1.0,1639446000,2021-12-14,01:40:00
961,-1,35.69,15.12,-1,-1.0,-1.0,1639446600,2021-12-14,01:50:00
962,-1,35.62,16.41,-1,-1.0,-1.0,1639447200,2021-12-14,02:00:00
963,-1,34.91,13.93,-1,-1.0,-1.0,1639447800,2021-12-14,02:10:00
964,-1,34.91,14.65,-1,-1.0,-1.0,1639448400,2021-12-14,02:20:00
965,-1,34.92,14.83,-1,-1.0,-1.0,1639449000,2021-12-14,02:30:00
966,-1,34.91,28.53,-1,-1.0,-1.0,1639449600,2021-12-14,02:40:00
967,-1,35.76,13.66,-1,-1.0,-1.0,1639450200,2021-12-14,02:50:00
968,-1,35.17,13.66,-1,-1.0,-1.0,1639450800,2021-12-14,03:00:00
969,-1,34.14,14.54,-1,-1.0,-1.0,1639451400,2021-12-14,03:10:00
970,-1,34.14,15.46,-1,-1.0,-1.0,1639452000,2021-12-14,03:20:00
971,-1,34.14,16.74,-1,-1.0,-1.0,1639452600,2021-12-14,03:30:00
972,-1,35.17,14.24,-1,-1.0,-1.0,1639453200,2021-12-14,03:40:00
973,-1,35.72,15.12,-1,-1.0,-1.0,1639453800,2021-12-14,03:50:00
974,-1,35.91,15.12,-1,-1.0,-1.0,1639454400,2021-12-14,04:00:00
975,-1,34.65,16.41,-1,-1.0,-1.0,1639455000,2021-12-14,04:10:00
976,-1,35.0,21.0,-1,-1.0,-1.0,1639455700,2021-12-14,04:21:40
977,-1,34.4,25.2,-1,-1.0,-1.0,1639456200,2021-12-14,04:30:00
978,-1,34.14,23.9,-1,-1.0,-1.0,1639456800,2021-12-14,04:40:00
979,-1,33.37,24.76,-1,-1.0,-1.0,1639457400,2021-12-14,04:50:00
980,-1,33.88,24.77,-1,-1.0,-1.0,1639458000,2021-12-14,05:00:00
981,-1,34.66,14.83,-1,-1.0,-1.0,1639458600,2021-12-14,05:10:00
982,-1,35.35,22.74,-1,-1.0,-1.0,1639459200,2021-12-14,05:20:00
983,-1,36.13,22.74,-1,-1.0,-1.0,1639459800,2021-12-14,05:30:00
984,-1,34.14,24.07,-1,-1.0,-1.0,1639460400,2021-12-14,05:40:00
985,-1,33.89,22.74,-1,-1.0,-1.0,1639461000,2021-12-14,05:50:00
986,-1,33.89,23.6,-1,-1.0,-1.0,1639461600,2021-12-14,06:00:00
987,-1,23.85,25.64,-1,-1.0,-1.0,1639462200,2021-12-14,06:10:00
988,-1,29.23,31.44,-1,-1.0,-1.0,1639462800,2021-12-14,06:20:00
